Sl No.,BRCODE,BRANCHNAME,INVOICE,GSTIN,INV_DATE, CHARGE ,CGST,SGST,IGST,POS,LOS,Check,Cat,NT_DATE,NT_NO,RATE,HSN,Nil_Type,NT_AMT,NT_CGST,NT_SGST,NT_IGST,client_gstin,fp
2297,50,KUNNAMKULAM,0050296200000212,32AAHFD6477F1ZG,29-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2298,50,KUNNAMKULAM,0050296200000254,32AAHFD6477F1ZG,29-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2299,50,KUNNAMKULAM,0050226201000001,32AAHFD6477F1ZG,22-Jun-20,300,27,27,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2300,50,KUNNAMKULAM,0050226201000002,32AAHFD6477F1ZG,22-Jun-20,300,27,27,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2301,50,KUNNAMKULAM,0050046201000002,32AAHFD6477F1ZG,04-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2302,50,KUNNAMKULAM,0050266200000097,32AAHFD6477F1ZG,26-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2303,50,KUNNAMKULAM,0050266200000098,32AAHFD6477F1ZG,26-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2304,50,KUNNAMKULAM,0050266200000100,32AAHFD6477F1ZG,26-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2305,50,KUNNAMKULAM,0050266200000103,32AAHFD6477F1ZG,26-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2306,50,KUNNAMKULAM,0050266200000105,32AAHFD6477F1ZG,26-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2307,50,KUNNAMKULAM,0050266200000107,32AAHFD6477F1ZG,26-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2308,50,KUNNAMKULAM,0050266200000109,32AAHFD6477F1ZG,26-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2309,50,KUNNAMKULAM,0050186201000001,32AAHFD6477F1ZG,18-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2310,50,KUNNAMKULAM,0050186201000002,32AAHFD6477F1ZG,18-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2311,50,KUNNAMKULAM,0050186201000003,32AAHFD6477F1ZG,18-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2312,50,KUNNAMKULAM,0050186201000004,32AAHFD6477F1ZG,18-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2313,50,KUNNAMKULAM,0050186201000005,32AAHFD6477F1ZG,18-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2314,50,KUNNAMKULAM,0050206200000097,32AAHFD6477F1ZG,20-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2315,50,KUNNAMKULAM,0050206200000099,32AAHFD6477F1ZG,20-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2316,50,KUNNAMKULAM,0050106201000004,32AAHFD6477F1ZG,10-Jun-20,300,27,27,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2317,50,KUNNAMKULAM,0050196201000001,32AAHFD6477F1ZG,19-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2318,50,KUNNAMKULAM,0050196201000002,32AAHFD6477F1ZG,19-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2319,50,KUNNAMKULAM,0050196201000003,32AAHFD6477F1ZG,19-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2320,50,KUNNAMKULAM,0050196201000004,32AAHFD6477F1ZG,19-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2321,50,KUNNAMKULAM,0050196201000005,32AAHFD6477F1ZG,19-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2322,50,KUNNAMKULAM,0050196201000006,32AAHFD6477F1ZG,19-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2323,50,KUNNAMKULAM,0050196201000007,32AAHFD6477F1ZG,19-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2324,50,KUNNAMKULAM,0050236200000170,32AAHFD6477F1ZG,23-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2325,50,KUNNAMKULAM,0050266200000065,32AAHFD6477F1ZG,26-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2326,50,KUNNAMKULAM,0050266200000066,32AAHFD6477F1ZG,26-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2327,50,KUNNAMKULAM,0050266200000072,32AAHFD6477F1ZG,26-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2328,290,KALPAKANCHERY,0290116201000007,32AAIFC1156H1ZU,11-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2329,290,KALPAKANCHERY,0290186200000208,32AAIFC1156H1ZU,18-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2330,290,KALPAKANCHERY,0290046201000005,32AAIFC1156H1ZU,04-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2331,290,KALPAKANCHERY,0290196200000089,32AAIFC1156H1ZU,19-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2332,290,KALPAKANCHERY,0290306200000452,32AAIFC1156H1ZU,30-Jun-20,656,59.25,59.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2333,290,KALPAKANCHERY,0290046201000004,32AAIFC1156H1ZU,04-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2334,290,KALPAKANCHERY,0290176200000048,32AAIFC1156H1ZU,17-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2335,290,KALPAKANCHERY,0290096200000115,32AAIFC1156H1ZU,09-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2336,290,KALPAKANCHERY,0290116200000136,32AAIFC1156H1ZU,11-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2337,290,KALPAKANCHERY,0290026200000070,32AAIFC1156H1ZU,02-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2338,290,KALPAKANCHERY,0290026200000243,32AAIFC1156H1ZU,02-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2339,290,KALPAKANCHERY,0290086201000014,32AAIFC1156H1ZU,08-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2340,290,KALPAKANCHERY,0290086201000015,32AAIFC1156H1ZU,08-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2341,290,KALPAKANCHERY,0290106200000142,32AAIFC1156H1ZU,10-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2342,290,KALPAKANCHERY,0290156200000227,32AAIFC1156H1ZU,15-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2343,290,KALPAKANCHERY,0290156200000229,32AAIFC1156H1ZU,15-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2344,290,KALPAKANCHERY,0290156200000234,32AAIFC1156H1ZU,15-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2345,290,KALPAKANCHERY,0290256200000087,32AAIFC1156H1ZU,25-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2346,290,KALPAKANCHERY,0290256200000090,32AAIFC1156H1ZU,25-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2347,290,KALPAKANCHERY,0290256200000092,32AAIFC1156H1ZU,25-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2348,290,KALPAKANCHERY,0290256200000096,32AAIFC1156H1ZU,25-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2349,290,KALPAKANCHERY,0290256200000099,32AAIFC1156H1ZU,25-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2350,290,KALPAKANCHERY,0290166200000160,32AAIFC1156H1ZU,16-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2351,290,KALPAKANCHERY,0290166200000178,32AAIFC1156H1ZU,16-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2352,290,KALPAKANCHERY,0290166200000191,32AAIFC1156H1ZU,16-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2353,290,KALPAKANCHERY,0290026201000016,32AAIFC1156H1ZU,02-Jun-20,339,30.75,30.75,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2354,290,KALPAKANCHERY,0290056201000010,32AAIFC1156H1ZU,05-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2355,290,KALPAKANCHERY,0290056201000011,32AAIFC1156H1ZU,05-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2356,290,KALPAKANCHERY,0290056201000012,32AAIFC1156H1ZU,05-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2357,290,KALPAKANCHERY,0290126201000015,32AAIFC1156H1ZU,12-Jun-20,728,65.75,65.75,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2358,290,KALPAKANCHERY,0290126201000016,32AAIFC1156H1ZU,12-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2359,290,KALPAKANCHERY,0290256201000015,32AAIFC1156H1ZU,25-Jun-20,339,30.75,30.75,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2360,290,KALPAKANCHERY,0290306201001592,32AAIFC1156H1ZU,30-Jun-20,120,11,11,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2361,290,KALPAKANCHERY,0290306201001593,32AAIFC1156H1ZU,30-Jun-20,78,7.25,7.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
92,376,ADC,CSBKIMPS06200092,32AAIFM4811H2ZJ,30.06.2020,28.75,2.59,2.59,0.00,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
195,293,ATM,CSBKNFS106200195,32AAIFM4811H2ZJ,30-Jun-20,735.00,66.15,66.15,0.00,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
4459,950,HEAD OFFICE,0950236200000010,32AAIFR5286M1ZP,23-Jun-20,39620,3566,3566,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
4461,950,HEAD OFFICE,0950156200000013,32AAIFR5286M1ZP,15-Jun-20,537.5,48.5,48.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
4462,950,HEAD OFFICE,0950156200000014,32AAIFR5286M1ZP,15-Jun-20,537.5,48.5,48.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2362,139,MUKKOOTTUTHARA,0139306200000230,32AAJAS5171N1Z3,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2363,139,MUKKOOTTUTHARA,0139306201000646,32AAJAS5171N1Z3,30-Jun-20,10,1,1,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2364,249,KANJIRAPALLY,0249306201000157,32AAJAS5171N1Z3,30-Jun-20,10,1,1,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2365,90,THOPPUMPADY ,0090256200000044,32AAJFD6603P1Z9,25-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2366,90,THOPPUMPADY ,0090296200000080,32AAJFD6603P1Z9,29-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2367,90,THOPPUMPADY ,0090156200000081,32AAJFD6603P1Z9,15-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2368,90,THOPPUMPADY ,0090096200000097,32AAJFD6603P1Z9,09-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2369,90,THOPPUMPADY ,0090096200000100,32AAJFD6603P1Z9,09-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2370,90,THOPPUMPADY ,0090096200000102,32AAJFD6603P1Z9,09-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2371,90,THOPPUMPADY ,0090096200000104,32AAJFD6603P1Z9,09-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2372,90,THOPPUMPADY ,0090096200000112,32AAJFD6603P1Z9,09-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2373,90,THOPPUMPADY ,0090056200000127,32AAJFD6603P1Z9,05-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2374,90,THOPPUMPADY ,0090196200000092,32AAJFD6603P1Z9,19-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2375,90,THOPPUMPADY ,0090196200000093,32AAJFD6603P1Z9,19-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2376,90,THOPPUMPADY ,0090226200000142,32AAJFD6603P1Z9,22-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2377,90,THOPPUMPADY ,0090226200000143,32AAJFD6603P1Z9,22-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2378,90,THOPPUMPADY ,0090126200000059,32AAJFD6603P1Z9,12-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2379,90,THOPPUMPADY ,0090126200000139,32AAJFD6603P1Z9,12-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2380,90,THOPPUMPADY ,0090026200000173,32AAJFD6603P1Z9,02-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2381,90,THOPPUMPADY ,0090026200000176,32AAJFD6603P1Z9,02-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2382,90,THOPPUMPADY ,0090166200000113,32AAJFD6603P1Z9,16-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2383,90,THOPPUMPADY ,0090036200000101,32AAJFD6603P1Z9,03-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2384,90,THOPPUMPADY ,0090036200000113,32AAJFD6603P1Z9,03-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2385,90,THOPPUMPADY ,0090066200000128,32AAJFD6603P1Z9,06-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2386,90,THOPPUMPADY ,0090066200000129,32AAJFD6603P1Z9,06-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2387,90,THOPPUMPADY ,0090166201000006,32AAJFD6603P1Z9,16-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2388,90,THOPPUMPADY ,0090296201000003,32AAJFD6603P1Z9,29-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2389,90,THOPPUMPADY ,0090106200000055,32AAJFD6603P1Z9,10-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2390,90,THOPPUMPADY ,0090106200000056,32AAJFD6603P1Z9,10-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2391,90,THOPPUMPADY ,0090016200000126,32AAJFD6603P1Z9,01-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2392,90,THOPPUMPADY ,0090016200000132,32AAJFD6603P1Z9,01-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2393,90,THOPPUMPADY ,0090016200000141,32AAJFD6603P1Z9,01-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2394,90,THOPPUMPADY ,0090186201000005,32AAJFD6603P1Z9,18-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2395,256,KALPETTA,0256156200000098,32AAJFK3315M1ZD,15-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2396,256,KALPETTA,0256116200000073,32AAJFK3315M1ZD,11-Jun-20,14.5,1.5,1.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2397,256,KALPETTA,0256116200000101,32AAJFK3315M1ZD,11-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2398,256,KALPETTA,0256306200000163,32AAJFK3315M1ZD,30-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2399,256,KALPETTA,0256196200000112,32AAJFK3315M1ZD,19-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2400,256,KALPETTA,0256196200000114,32AAJFK3315M1ZD,19-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2401,256,KALPETTA,0256196200000115,32AAJFK3315M1ZD,19-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2402,256,KALPETTA,0256096200000053,32AAJFK3315M1ZD,09-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2403,256,KALPETTA,0256096200000055,32AAJFK3315M1ZD,09-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2404,256,KALPETTA,0256096200000074,32AAJFK3315M1ZD,09-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2405,256,KALPETTA,0256036200000133,32AAJFK3315M1ZD,03-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2406,256,KALPETTA,0256056200000025,32AAJFK3315M1ZD,05-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2407,256,KALPETTA,0256056200000029,32AAJFK3315M1ZD,05-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2408,256,KALPETTA,0256056200000088,32AAJFK3315M1ZD,05-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2409,256,KALPETTA,0256236200000103,32AAJFK3315M1ZD,23-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2410,256,KALPETTA,0256236200000104,32AAJFK3315M1ZD,23-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2411,256,KALPETTA,0256246200000011,32AAJFK3315M1ZD,24-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2412,256,KALPETTA,0256246200000101,32AAJFK3315M1ZD,24-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2413,256,KALPETTA,0256166200000119,32AAJFK3315M1ZD,16-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2414,256,KALPETTA,0256026200000082,32AAJFK3315M1ZD,02-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2415,256,KALPETTA,0256026200000083,32AAJFK3315M1ZD,02-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2416,256,KALPETTA,0256126200000059,32AAJFK3315M1ZD,12-Jun-20,14.5,1.5,1.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2417,256,KALPETTA,0256186200000093,32AAJFK3315M1ZD,18-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2418,256,KALPETTA,0256186200000094,32AAJFK3315M1ZD,18-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2419,256,KALPETTA,0256186200000095,32AAJFK3315M1ZD,18-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2420,256,KALPETTA,0256066200000075,32AAJFK3315M1ZD,06-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2421,256,KALPETTA,0256256200000098,32AAJFK3315M1ZD,25-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2422,256,KALPETTA,0256016200000082,32AAJFK3315M1ZD,01-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2423,256,KALPETTA,0256106200000098,32AAJFK3315M1ZD,10-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2424,256,KALPETTA,0256266200000129,32AAJFK3315M1ZD,26-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2425,256,KALPETTA,0256266200000130,32AAJFK3315M1ZD,26-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2426,256,KALPETTA,0256266200000132,32AAJFK3315M1ZD,26-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2427,256,KALPETTA,0256226200000081,32AAJFK3315M1ZD,22-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2428,186,GIRINAGAR ,0186026200000240,32AAJFP4763G1Z7,02-Jun-20,994,89.5,89.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2429,186,GIRINAGAR ,0186306200000453,32AAJFP4763G1Z7,30-Jun-20,1233,111,111,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2430,95,TRIPUNITHURA,0095246200000077,32AAJFS0444B1ZS,24-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2431,74,ERNAKULAM - BANARJI ROAD,0074056200000227,32AAJFS0444B1ZS,05-Jun-20,14040,1263.75,1263.75,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2432,74,ERNAKULAM - BANARJI ROAD,0074056200000228,32AAJFS0444B1ZS,05-Jun-20,49730,4475.75,4475.75,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2433,74,ERNAKULAM - BANARJI ROAD,0074056200000230,32AAJFS0444B1ZS,05-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
